Term_IRI,UberonNum,Term_label,Parent_term_IRI,Parent_term_label,UberonNumParent,Definition
http://purl.obolibrary.org/obo/UBERON_0007806,0007806,connecting stalk,http://purl.obolibrary.org/obo/UBERON_0004120,mesoderm-derived structure,0004120,A bridge of mesoderm connecting the caudal end of the young embryo with the trophoblastic tissues; the precursor of the umbilical cord.
http://purl.obolibrary.org/obo/UBERON_0002425,0002425,visceral serous pericardium,http://purl.obolibrary.org/obo/UBERON_0022350,visceral serous membrane,0022350,Visceral serous membrane which is continuous with the parietal serous pericardium and is attached to the myocardium[FMA].
http://purl.obolibrary.org/obo/UBERON_0002349,0002349,myocardium,http://purl.obolibrary.org/obo/UBERON_0018260,layer of muscle tissue,0018260,"the middle layer of the heart, comprised mainly of striated cardiac muscle fibers"
http://purl.obolibrary.org/obo/UBERON_0004490,0004490,cardiac muscle tissue of atrium,http://purl.obolibrary.org/obo/UBERON_0004493,cardiac muscle tissue of myocardium,0004493,A portion of cardiac muscle tissue that is part of an atrium [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004146,0004146,His-Purkinje system,http://purl.obolibrary.org/obo/UBERON_0018649,cardiac muscle tissue of ventricle,0018649,The His-Purkinje system receives signals from the AV node and is composed of the fibers that regulate cardiac muscle contraction in the ventricles
http://purl.obolibrary.org/obo/UBERON_0002357,0002357,serous pericardium,http://purl.obolibrary.org/obo/UBERON_0000042,serous membrane,0000042,Serous membrane which is divided into parietal and visceral serous pericardium.
http://purl.obolibrary.org/obo/UBERON_0002406,0002406,pericardial sac,http://purl.obolibrary.org/obo/UBERON_0005181,thoracic segment organ,0005181,a double-walled sac containing the heart and the roots of the great vessels.
http://purl.obolibrary.org/obo/UBERON_0010743,0010743,meningeal cluster,http://purl.obolibrary.org/obo/UBERON_0034925,anatomical collection,0034925,The collection of all meningeal layers that line a central nervous system.
http://purl.obolibrary.org/obo/UBERON_0007647,0007647,ectomeninx,http://purl.obolibrary.org/obo/UBERON_0007645,future meninx,0007645,"The outermost layer of the mesenchymal capsule that surrounds the developing brain, of mixed paraxial mesoderm and neural crest origin. The ectomeninx forms the dura mater (both inner layer and outer chondrogenic layer)."
http://purl.obolibrary.org/obo/UBERON_0002530,0002530,gland,http://purl.obolibrary.org/obo/UBERON_0000062,organ,0000062,an organ that functions as a secretory or excretory organ
http://purl.obolibrary.org/obo/UBERON_0003820,0003820,prostate bud,http://purl.obolibrary.org/obo/UBERON_0004902,urogenital sinus epithelium,0004902,A region of the fetal urogenital sinus epithelium destined to become the prostate[GO].
http://purl.obolibrary.org/obo/UBERON_0005562,0005562,thymus primordium,http://purl.obolibrary.org/obo/UBERON_0003351,pharyngeal epithelium,0003351,A small outgrowth of the pharyngeal epithelium that is the site of lymphocyte cell production[ZFA]. [PMID].
http://purl.obolibrary.org/obo/UBERON_0004461,0004461,musculature of head,http://purl.obolibrary.org/obo/UBERON_0008229,craniocervical region musculature,0008229,Any collection of muscles that is part of a head [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0006266,0006266,nasolacrimal groove,http://purl.obolibrary.org/obo/UBERON_0019306,nose epithelium,0019306,Groove between maxillary prominence and lateral nasal process.
http://purl.obolibrary.org/obo/UBERON_0002513,0002513,endochondral bone,http://purl.obolibrary.org/obo/UBERON_0001474,bone element,0001474,Replacement bone that forms within cartilage.
http://purl.obolibrary.org/obo/UBERON_0004755,0004755,skeletal tissue,http://purl.obolibrary.org/obo/UBERON_0002384,connective tissue,0002384,"A specialized form of connective tissue in which the extracellular matrix is firm, providing the tissue with resilience, and/or mineralized and that functions in mechanical and structural support.[VSAO]"
http://purl.obolibrary.org/obo/UBERON_0003297,0003297,gland of integumental system,http://purl.obolibrary.org/obo/UBERON_0002530,gland,0002530,A gland that is part of a integumental system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0007245,0007245,nuclear complex of neuraxis,http://purl.obolibrary.org/obo/UBERON_0002020,gray matter,0002020,Gray matter of the central nervous system which is a collection of clustered nuclei.
http://purl.obolibrary.org/obo/UBERON_0006514,0006514,pallidum,http://purl.obolibrary.org/obo/UBERON_0003528,brain gray matter,0003528,Part of what are called the basal ganglia of the brain which consist of the globus pallidus and the ventral pallidum.
http://purl.obolibrary.org/obo/UBERON_0010363,0010363,endochondral element,http://purl.obolibrary.org/obo/UBERON_0004765,skeletal element,0004765,"A skeletal element that has the potential to participate in endochondral ossification, and may participate in intramembranous ossification."
http://purl.obolibrary.org/obo/UBERON_0004797,0004797,blood vessel layer,http://purl.obolibrary.org/obo/UBERON_0004120,mesoderm-derived structure,0004120,"Any of the tissue layers that comprise a blood vessel. Examples: tunica media, tunica adventitia."
http://purl.obolibrary.org/obo/UBERON_0002546,0002546,cranial placode,http://purl.obolibrary.org/obo/UBERON_0005085,ectodermal placode,0005085,"Ectodermal placode that develops in the head into a part of the sensory nervous system. With a few exceptions (lens, adenohypophyseal), cranial placodes are neurogenic."
http://purl.obolibrary.org/obo/UBERON_0003022,0003022,lobe parts of cerebral cortex,,,,
http://purl.obolibrary.org/obo/UBERON_0002950,0002950,obsolete regional part of midbrain,,,,A regional part of brain that is part of a midbrain [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003057,0003057,chordal neural plate,http://purl.obolibrary.org/obo/UBERON_0005423,developing anatomical structure,0005423,The portion of neural plate posterior to the mid-hindbrain junction.
http://purl.obolibrary.org/obo/UBERON_0003068,0003068,axial mesoderm,http://purl.obolibrary.org/obo/UBERON_0005423,developing anatomical structure,0005423,The axial mesoderm includes the prechordal mesoderm and the chordamesoderm. It gives rise to the prechordal plate and to the notochord.
http://purl.obolibrary.org/obo/UBERON_0005256,0005256,trunk mesenchyme,http://purl.obolibrary.org/obo/UBERON_0005291,embryonic tissue,0005291,Mesenchyme that is part of a developing trunk.
http://purl.obolibrary.org/obo/UBERON_0003067,0003067,dorsolateral placode,http://purl.obolibrary.org/obo/UBERON_0009955,neurogenic placode,0009955,Lateral neurogenic placodes positioned dorsal of the epibranchial placodes.
http://purl.obolibrary.org/obo/UBERON_0003071,0003071,eye primordium,http://purl.obolibrary.org/obo/UBERON_0005291,embryonic tissue,0005291,Portion of tissue that is part of the anterior neural keel and will form the optic vesicle[ZFA]. A paired ectodermal placode that becomes invaginated to form the embryonic lens vesicles.
http://purl.obolibrary.org/obo/UBERON_0007524,0007524,dense mesenchyme tissue,http://purl.obolibrary.org/obo/UBERON_0003104,mesenchyme,0003104,Mesenchyme with little extracellular matrix.
http://purl.obolibrary.org/obo/UBERON_0007285,0007285,presumptive paraxial mesoderm,http://purl.obolibrary.org/obo/UBERON_0006598,presumptive structure,0006598,A presumptive structure that has the potential to develop into a paraxial mesoderm.
http://purl.obolibrary.org/obo/UBERON_0004290,0004290,dermomyotome,http://purl.obolibrary.org/obo/UBERON_0016888,transitional anatomical structure,0016888,The bilaminar epithelium formed from the myotome and dermatome.
http://purl.obolibrary.org/obo/UBERON_0007005,0007005,cardiac mesoderm,http://purl.obolibrary.org/obo/UBERON_0004120,mesoderm-derived structure,0004120,"The splanchnic mesoderm in the cardiogenic region where the heart develops; it gives rise to endocardial heart tubes that fuse to form the primordial cardiac tube, the heart primordium[web]. Two migratory heart primordia that move ventrally during the course of neurulation, and then fuse[XAO]."
http://purl.obolibrary.org/obo/UBERON_0004140,0004140,primary heart field,http://purl.obolibrary.org/obo/UBERON_0007688,anlage,0007688,A specific region of the lateral mesoderm that will form the primary beating heart tube. In mammals the primary heart field gives rise to the left ventricle.
http://purl.obolibrary.org/obo/UBERON_0003089,0003089,sclerotome,http://purl.obolibrary.org/obo/UBERON_0007530,migrating mesenchyme population,0007530,"Ventral somitic compartment that is a precursor of the axial skeleton[XAO]. Sclerotomes eventually differentiate into the vertebrae and most of the skull. The caudal (posterior) half of one sclerotome fuses with the rostral (anterior) half of the adjacent one to form each vertebra. From their initial location within the somite, the sclerotome cells migrate medially towards the notochord. These cells meet the sclerotome cells from the other side to form the vertebral body. From this vertebral body, sclerotome cells move dorsally and surround the developing spinal cord, forming the vertebral arch[WP]."
http://purl.obolibrary.org/obo/UBERON_0003091,0003091,thyroid primordium,http://purl.obolibrary.org/obo/UBERON_0000479,tissue,0000479,"The initial thyroid precursor, the thyroid primordium, starts as a simple midline thickening and develops to form the thyroid diverticulum. This structure is initially hollow, although it later solidifies and becomes bilobed. The 2 lobes are located on either side of the midline and are connected via an isthmus."
http://purl.obolibrary.org/obo/UBERON_0003099,0003099,cranial neural crest,http://purl.obolibrary.org/obo/UBERON_0010314,structure with developmental contribution from neural crest,0010314,"neural crest cells (NCCs) originating in the anterior part of the developing embryo and residing between the mid-diencephalon and the forming hindbrain; cranial NCCs migrate dorsolaterally to form the craniofacial mesenchyme that differentiates into various craniofacial cartilages and bones, cranial neurons, glia, and connective tissues of the face; these cells enter the pharyngeal pouches and arches where they give rise to thymic cells, bones of the middle ear and jaw (mandible), and the odontoblasts of the tooth primordia; like their counterparts in the trunk, cranial NCCs also contribute to the developing peripheral nervous system, along with the pigmented cell (i.e. melanocyte) lineage."
http://purl.obolibrary.org/obo/UBERON_0003110,0003110,otic region,http://purl.obolibrary.org/obo/UBERON_0034921,multi organ part structure,0034921,
http://purl.obolibrary.org/obo/UBERON_0003129,0003129,skull,http://purl.obolibrary.org/obo/UBERON_0010314,structure with developmental contribution from neural crest,0010314,Anatomical structure that is part of the head consisting entirely of cranium and mandible[WP].
http://purl.obolibrary.org/obo/UBERON_0006932,0006932,vestibular epithelium,http://purl.obolibrary.org/obo/UBERON_0006937,inner ear epithelium,0006937,An epithelium that is part of a vestibular labyrinth.
http://purl.obolibrary.org/obo/UBERON_0007690,0007690,early pharyngeal endoderm,http://purl.obolibrary.org/obo/UBERON_0004814,upper respiratory tract epithelium,0004814,.
http://purl.obolibrary.org/obo/UBERON_0003386,0003386,smooth muscle of eye,http://purl.obolibrary.org/obo/UBERON_0004121,ectoderm-derived structure,0004121,"any of the striated muscles that move the eye and include: superior rectus, inferior rectus, medial rectus, lateral rectus, superior oblique, inferior oblique, retractor bulbi"
http://purl.obolibrary.org/obo/UBERON_0003457,0003457,head bone,http://purl.obolibrary.org/obo/UBERON_0007914,bone of craniocervical region,0007914,A bone that is part of a head [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003496,0003496,head blood vessel,http://purl.obolibrary.org/obo/UBERON_0001981,blood vessel,0001981,A blood vessel that is part of a head [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0005985,0005985,coronary vessel,http://purl.obolibrary.org/obo/UBERON_0000055,vessel,0000055,Any of the arteries or veins that supply blood to the heart or return blood from the heart muscles to the circulation
http://purl.obolibrary.org/obo/UBERON_0003504,0003504,respiratory system blood vessel,http://purl.obolibrary.org/obo/UBERON_0001981,blood vessel,0001981,A blood vessel that is part of a respiratory system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0006598,0006598,presumptive structure,http://purl.obolibrary.org/obo/UBERON_0005423,developing anatomical structure,0005423,Portion of embryonic tissue determined by fate mapping to become a structure.
http://purl.obolibrary.org/obo/UBERON_0003890,0003890,Mullerian duct,http://purl.obolibrary.org/obo/UBERON_0015212,lateral structure,0015212,"paired ducts of the embryo that run down the lateral sides of the urogenital ridge and terminate at the mullerian eminence in the primitive urogenital sinus. In the female, they will develop to form the fallopian tubes, uterus, and the upper portion of the vagina; in the male, they are lost. These ducts are made of tissue of mesodermal origin[WP]. develops either by lengthwise splitting of the archinephric duct (in chondrichthyans and some amphibians) or by a elongated invagination of the coelomic epithelium (other vertebrates) In males, the oviducts regress. The cranial end of the oviduct maintains an opening into the coelom (which primitively may have been the anteriormost coelomic funnels connecting the nephrocoel with the coelom). This opening is the ostium tubae[USM]."
http://purl.obolibrary.org/obo/UBERON_0009497,0009497,epithelium of foregut-midgut junction,http://purl.obolibrary.org/obo/UBERON_0000490,unilaminar epithelium,0000490,An epithelium that is part of a foregut-midgut junction.
http://purl.obolibrary.org/obo/UBERON_0009550,0009550,endoderm of foregut-midgut junction,http://purl.obolibrary.org/obo/UBERON_0000925,endoderm,0000925,An endoderm that is part of a foregut-midgut junction.
http://purl.obolibrary.org/obo/UBERON_0004582,0004582,venous system,http://purl.obolibrary.org/obo/UBERON_0007798,vascular system,0007798,"The part of the cardiovascular system consisting of all venous vessels. In vertebrates with a double circulation, this can be divided into systemic and pulmonary portions."
http://purl.obolibrary.org/obo/UBERON_0003922,0003922,pancreatic epithelial bud,http://purl.obolibrary.org/obo/UBERON_0005291,embryonic tissue,0005291,"The embryonic pancreas develops from two separate anlagen in the foregut epithelium, one dorsal and two ventral pancreatic buds[PMID]."
http://purl.obolibrary.org/obo/UBERON_0010375,0010375,pancreas dorsal primordium,http://purl.obolibrary.org/obo/UBERON_0006598,presumptive structure,0006598,
http://purl.obolibrary.org/obo/UBERON_0010376,0010376,pancreas ventral primordium,http://purl.obolibrary.org/obo/UBERON_0006598,presumptive structure,0006598,
http://purl.obolibrary.org/obo/UBERON_0004001,0004001,olfactory bulb layer,http://purl.obolibrary.org/obo/UBERON_0022303,nervous system cell part layer,0022303,.
http://purl.obolibrary.org/obo/UBERON_0004016,0004016,dermatome,http://purl.obolibrary.org/obo/UBERON_0017650,developing mesenchymal structure,0017650,A transitional population of migrating mesenchymal cells that derive from somites and that will become dermal cells.
http://purl.obolibrary.org/obo/UBERON_0004176,0004176,external genitalia,http://purl.obolibrary.org/obo/UBERON_0003133,reproductive organ,0003133,"The external genitalia are the outer sex organs, such as the penis or vulva in mammals"
http://purl.obolibrary.org/obo/UBERON_0004695,0004695,arterial system smooth muscle,http://purl.obolibrary.org/obo/UBERON_0001135,smooth muscle tissue,0001135,A portion of smooth muscle tissue that is part of an arterial system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004189,0004189,glomerular endothelium,http://purl.obolibrary.org/obo/UBERON_0004188,glomerular epithelium,0004188,The glomerular endothelium is an epithelial tissue that covers the internal surfaces of the glomerulus
http://purl.obolibrary.org/obo/UBERON_0004852,0004852,cardiovascular system endothelium,http://purl.obolibrary.org/obo/UBERON_0001986,endothelium,0001986,An endothelium that is part of the cardiovascular system.
http://purl.obolibrary.org/obo/UBERON_0004209,0004209,renal vesicle,http://purl.obolibrary.org/obo/UBERON_0007503,epithelial vesicle,0007503,"The renal vesicle is the primordial structure of the nephron epithelium, and is formed by the condensation of mesenchymal cells."
http://purl.obolibrary.org/obo/UBERON_0004201,0004201,kidney outer medulla inner stripe,http://purl.obolibrary.org/obo/UBERON_0010000,multicellular anatomical structure,0010000,"The inner stripe is a deep, centrally located portion of the renal outer medulla and is traversed by thick and thin portions of nephron tubules"
http://purl.obolibrary.org/obo/UBERON_0004288,0004288,skeleton,http://purl.obolibrary.org/obo/UBERON_0034925,anatomical collection,0034925,"Anatomical cluster that consists of all the skeletal elements (eg., bone, cartilage, and teeth) of the body."
http://purl.obolibrary.org/obo/UBERON_0004362,0004362,pharyngeal arch 1,http://purl.obolibrary.org/obo/UBERON_0002539,pharyngeal arch,0002539,"The first of the series of pharyngeal arches that develop into jaw bones or their homologs, and their associated nerves and arteries"
http://purl.obolibrary.org/obo/UBERON_0004363,0004363,pharyngeal arch artery,http://purl.obolibrary.org/obo/UBERON_0015787,upper respiratory conduit,0015787,"One of a series of paired embryological vascular structures formed within a pharyngeal arch; in the adult, some of these vessels give rise to the great vessels[MP]"
http://purl.obolibrary.org/obo/UBERON_0008229,0008229,craniocervical region musculature,http://purl.obolibrary.org/obo/UBERON_0001015,musculature,0001015,Musculature system of the pharyngeal and head regions.
http://purl.obolibrary.org/obo/UBERON_0004637,0004637,otic capsule,http://purl.obolibrary.org/obo/UBERON_0004120,mesoderm-derived structure,0004120,The capsule surrounding the inner ear mechanism.
http://purl.obolibrary.org/obo/UBERON_0004663,0004663,aorta wall,http://purl.obolibrary.org/obo/UBERON_0000060,anatomical wall,0000060,"An anatomical wall that is part of an aorta, enclosing the luminal space."
http://purl.obolibrary.org/obo/UBERON_0006444,0006444,annulus fibrosus,http://purl.obolibrary.org/obo/UBERON_0001995,fibrocartilage,0001995,A ring of fibrous or fibrocartilaginous tissue (as of an intervertebral disk or surrounding an orifice of the heart).
http://purl.obolibrary.org/obo/UBERON_0009617,0009617,head paraxial mesoderm,http://purl.obolibrary.org/obo/UBERON_0006904,head mesenchyme from mesoderm,0006904,"Bilateral mesenchymal mesoderm parallel and immediately adjacent to the neural tube/notochord; it generates a subset of extra-ocular, and other head, muscles."
http://purl.obolibrary.org/obo/UBERON_0013126,0013126,vein of abdomen,http://purl.obolibrary.org/obo/UBERON_0001638,vein,0001638,A vein that is part of a abdomen.
http://purl.obolibrary.org/obo/UBERON_0004998,0004998,mucosa of pylorus,http://purl.obolibrary.org/obo/UBERON_0001199,mucosa of stomach,0001199,A mucosa that is part of a pylorus [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0007135,0007135,neural keel,http://purl.obolibrary.org/obo/UBERON_0016879,future central nervous system,0016879,An intermediate stage (between the neural plate and neural rod) during the early segmentation period in the morphogenesis of the central nervous system primordium; the keel is roughly triangular shaped in cross section.
http://purl.obolibrary.org/obo/UBERON_0011817,0011817,follicle placode,http://purl.obolibrary.org/obo/UBERON_0011814,non-neurogenic ectodermal placode,0011814,
http://purl.obolibrary.org/obo/UBERON_0005253,0005253,head mesenchyme,http://purl.obolibrary.org/obo/UBERON_0005291,embryonic tissue,0005291,"Portion of primordial embryonic connective tissue of the developing head, consisting of mesenchymal cells supported in interlaminar jelly, that derive mostly from the mesoderm and contribute to head connective tissue, bone and musculature in conjunction with cranial neural crest cells."
http://purl.obolibrary.org/obo/UBERON_0005292,0005292,extraembryonic tissue,http://purl.obolibrary.org/obo/UBERON_0000479,tissue,0000479,Portion of tissue that is contiguous with the embryo and is comprised of portions of tissue or cells that will not contribute to the embryo.
http://purl.obolibrary.org/obo/UBERON_0005294,0005294,gonadal ridge,http://purl.obolibrary.org/obo/UBERON_0005423,developing anatomical structure,0005423,"the elevation of thickened mesothelium and underlying mesenchyme found on the ventromedial border of the embryonic mesonephros in which the primordial germ cells become embedded, establishing it as the primordium of the testis or ovary"
http://purl.obolibrary.org/obo/UBERON_0005295,0005295,sex cord,http://purl.obolibrary.org/obo/UBERON_0005154,epithelial cord,0005154,"Cordlike masses of epithelial tissue that invaginate from germinal epithelium of the gonad and give rise to seminiferous tubules and rete testes in the male, and primary ovarian follicles and rete ovarii in the female."
http://purl.obolibrary.org/obo/UBERON_0005311,0005311,mammary placode,http://purl.obolibrary.org/obo/UBERON_0011814,non-neurogenic ectodermal placode,0011814,The mammary placode is a transient lens shaped structure that will give rise to the mammary bud proper[GO].
http://purl.obolibrary.org/obo/UBERON_0005744,0005744,bone foramen,http://purl.obolibrary.org/obo/UBERON_0004111,anatomical conduit,0004111,"Anatomical space that is an opening in a bone, usually for passage of blood vessels or nerves."
http://purl.obolibrary.org/obo/UBERON_0005760,0005760,urorectal septum,http://purl.obolibrary.org/obo/UBERON_0003037,septum,0003037,"The ridge of mesoderm covered with endoderm that in the early developing embryo partitions the endodermal cloaca into the primary urogenital sinus (ventrally) and the anorectal canal of the hindgut (dorsally); the urorectal septum eventually fuses with the cloacal membrane, dividing it into a dorsal anal membrane and a larger ventral urogenital membrane - this area of fusion is represented in the adult by the perineal body[MP]."
http://purl.obolibrary.org/obo/UBERON_0005866,0005866,pre-cartilage condensation,http://purl.obolibrary.org/obo/UBERON_0005856,developing mesenchymal condensation,0005856,A delimited region of dense mesenchyme within looser mesenchyme whose cells are committed to become chondroblasts.
http://purl.obolibrary.org/obo/UBERON_0005891,0005891,coelomic epithelium,http://purl.obolibrary.org/obo/UBERON_0000483,epithelium,0000483,The epithelial lining of the surface of the coelom.
http://purl.obolibrary.org/obo/UBERON_0006238,0006238,future brain,http://purl.obolibrary.org/obo/UBERON_0006598,presumptive structure,0006598,The embryonic precursor of the brain.
http://purl.obolibrary.org/obo/UBERON_0012313,0012313,1st arch maxillary ectoderm,http://purl.obolibrary.org/obo/UBERON_0004814,upper respiratory tract epithelium,0004814,
http://purl.obolibrary.org/obo/UBERON_0006541,0006541,outer medulla inner stripe loop of henle,http://purl.obolibrary.org/obo/UBERON_0034996,outer renal medulla loop of henle,0034996,A loop of Henle that is part of a kidney outer medulla inner stripe.
http://purl.obolibrary.org/obo/UBERON_0006569,0006569,diencephalic nucleus,http://purl.obolibrary.org/obo/UBERON_0002308,nucleus of brain,0002308,A nucleus of brain that is part of a diencephalon.
http://purl.obolibrary.org/obo/UBERON_0006929,0006929,glandular columnar epithelium,http://purl.obolibrary.org/obo/UBERON_0006799,glandular epithelium,0006799,"Simple columnar epithelium that constitutes the secretory part of a gland. Examples: epithelium of stomach, luminal epithelium of lactiferous duct.[FMA]"
http://purl.obolibrary.org/obo/UBERON_0014387,0014387,mesenchyme derived from neural crest,http://purl.obolibrary.org/obo/UBERON_0010313,neural crest-derived structure,0010313,Mesenchyme that develops_from the neural crest[Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0007592,0007592,ciliated columnar epithelium,http://purl.obolibrary.org/obo/UBERON_0000485,simple columnar epithelium,0000485,"Simple columnar epithelium in which the luminal side of the cells bears cilia. Examples: epithelium of trachea, epithelium of uterine tube.[FMA]"
http://purl.obolibrary.org/obo/UBERON_0007601,0007601,ciliated epithelium,http://purl.obolibrary.org/obo/UBERON_0000483,epithelium,0000483,Epithelium bearing vibratile cilia on the free surface.
http://purl.obolibrary.org/obo/UBERON_0009210,0009210,pharyngeal membrane,http://purl.obolibrary.org/obo/UBERON_0002050,embryonic structure,0002050,A thin fold of ectoderm and endoderm that separates the pharyngeal pouches from the pharyngeal clefts in a developing embryo.
http://purl.obolibrary.org/obo/UBERON_0010009,0010009,aggregate regional part of brain,http://purl.obolibrary.org/obo/UBERON_0034923,disconnected anatomical group,0034923,"A regional part of brain consisting of multiple brain regions that are not related through a simple volummetric part of hierarchy, e.g., basal ganglia[NIF]."
http://purl.obolibrary.org/obo/UBERON_0010303,0010303,extraembryonic epithelium,http://purl.obolibrary.org/obo/UBERON_0005292,extraembryonic tissue,0005292,An epithelium that is part of a extraembryonic structure.
http://purl.obolibrary.org/obo/UBERON_0010498,0010498,pseudostratified columnar epithelium,http://purl.obolibrary.org/obo/UBERON_0000485,simple columnar epithelium,0000485,"A simple columnar epithelium that looks stratified but is not, because its cells are arranged with their nuclei at different levels."
http://purl.obolibrary.org/obo/UBERON_0000002,0000002,uterine cervix,http://purl.obolibrary.org/obo/UBERON_0005156,reproductive structure,0005156,"Lower, narrow portion of the uterus where it joins with the top end of the vagina."
http://purl.obolibrary.org/obo/UBERON_0002113,0002113,kidney,http://purl.obolibrary.org/obo/UBERON_0015212,lateral structure,0015212,A paired organ of the urinary tract which has the production of urine as its primary function.
http://purl.obolibrary.org/obo/UBERON_0002107,0002107,liver,http://purl.obolibrary.org/obo/UBERON_0006925,digestive gland,0006925,"An exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes[GO]."
http://purl.obolibrary.org/obo/UBERON_0000178,0000178,blood,http://purl.obolibrary.org/obo/UBERON_0000179,haemolymphatic fluid,0000179,A fluid that is composed of blood plasma and erythrocytes.
http://purl.obolibrary.org/obo/UBERON_0002371,0002371,bone marrow,http://purl.obolibrary.org/obo/UBERON_0012429,hemopoietic tissue,0012429,the soft tissue that fills the cavities of bones
http://purl.obolibrary.org/obo/UBERON_0002539,0002539,pharyngeal arch,http://purl.obolibrary.org/obo/UBERON_0010188,protuberance,0010188,"One of a series of paired bulges that develop along the lateral walls of the foregut. The pharyngeal arches have developmental contributions from endoderm, mesoderm, and neural crest cells and are separated by anterior lateral endoderm out-pockets known as pharyngeal pouches."
http://purl.obolibrary.org/obo/UBERON_0001751,0001751,dentine,http://purl.obolibrary.org/obo/UBERON_4000013,mineralized skeletal tissue,4000013,"Collagen-rich odontogenic tissue characteristic of teeth and tooth-like skeletal elements (e.g., odontodes); mature dentine is mineralized and develops from predentine tissue; often (but not always) tubular and acellular."
http://purl.obolibrary.org/obo/UBERON_0002048,0002048,lung,http://purl.obolibrary.org/obo/UBERON_0015212,lateral structure,0015212,Respiration organ that develops as an oupocketing of the esophagus.
http://purl.obolibrary.org/obo/UBERON_0000115,0000115,lung epithelium,http://purl.obolibrary.org/obo/UBERON_0004815,lower respiratory tract epithelium,0004815,The epithelial layer of the lung.
http://purl.obolibrary.org/obo/UBERON_0001474,0001474,bone element,http://purl.obolibrary.org/obo/UBERON_0004765,skeletal element,0004765,Skeletal element that is composed of bone tissue.
http://purl.obolibrary.org/obo/UBERON_0000006,0000006,islet of Langerhans,http://purl.obolibrary.org/obo/UBERON_0034922,cell cluster,0034922,the clusters of hormone-producing cells that are scattered throughout the pancreas
http://purl.obolibrary.org/obo/UBERON_0005212,0005212,Leydig cell region of testis,http://purl.obolibrary.org/obo/UBERON_0005156,reproductive structure,0005156,The male gonad containing two functional parts: the SEMINIFEROUS TUBULES for the production and transport of male germ cells (SPERMATOGENESIS) and the interstitial compartment containing LEYDIG CELLS that produce ANDROGENS..
http://purl.obolibrary.org/obo/UBERON_0001003,0001003,skin epidermis,http://purl.obolibrary.org/obo/UBERON_3000961,external integument structure,3000961,The outer epithelial layer of the skin that is superficial to the dermis.
http://purl.obolibrary.org/obo/UBERON_0001821,0001821,sebaceous gland,http://purl.obolibrary.org/obo/UBERON_0019319,exocrine gland of integumental system,0019319,"A holocrine gland that secretes sebum into the hair follicles, or in hairless areas into ducts.[MP]."
http://purl.obolibrary.org/obo/UBERON_0004821,0004821,pulmonary alveolus epithelium,http://purl.obolibrary.org/obo/UBERON_0000115,lung epithelium,0000115,The epithelial layer of the alveoli[MP]. The layer of cells covering the lining of the tiny air sacs at the end of the bronchioles[BTO].
http://purl.obolibrary.org/obo/UBERON_0000412,0000412,dermal papilla,http://purl.obolibrary.org/obo/UBERON_0004120,mesoderm-derived structure,0004120,A mesodermal signaling center of the hair follicle consisting of closely packed specialized mesenchymal fibroblasts. Framed by the enlarged bulb matrix in anagen.
http://purl.obolibrary.org/obo/UBERON_0001776,0001776,optic choroid,http://purl.obolibrary.org/obo/UBERON_0002203,vasculature of eye,0002203,"vascular layer containing connective tissue, of the eye lying between the retina and the sclera. The choroid provides oxygen and nourishment to the outer layers of the retina. Along with the ciliary body and iris, the choroid forms the uveal tract[WP]."
http://purl.obolibrary.org/obo/UBERON_0000478,0000478,extraembryonic structure,http://purl.obolibrary.org/obo/UBERON_0000061,anatomical structure,0000061,"A multicellular anatomical structure that is associated with an embryo and derived from the zygote from which it develops, but which does not contribute to the embryo proper or to structures that are part of the same organism after embryogenesis."
http://purl.obolibrary.org/obo/UBERON_0002049,0002049,vasculature,http://purl.obolibrary.org/obo/UBERON_0000477,anatomical cluster,0000477,"An interconnected tubular multi-tissue structure contains fluid that is actively transported around the organism[ZFA]. Examples: vasculature of lung, vasculature of face."
http://purl.obolibrary.org/obo/UBERON_0000045,0000045,ganglion,http://purl.obolibrary.org/obo/UBERON_0010001,cell cluster organ,0010001,"A biological tissue mass, most commonly a mass of nerve cell bodies."
http://purl.obolibrary.org/obo/UBERON_0001347,0001347,white adipose tissue,http://purl.obolibrary.org/obo/UBERON_0001013,adipose tissue,0001013,"Connective tissue consisting of fat-storing cells and arranged in lobular groups or along minor blood vessels[MP,modified]"
http://purl.obolibrary.org/obo/UBERON_0001133,0001133,cardiac muscle tissue,http://purl.obolibrary.org/obo/UBERON_0002036,striated muscle tissue,0002036,"Muscle tissue composed of cardiac muscle cells, forming the muscles of the heart[ZFA,modified]."
